date,meantemp
10/19/13,24.57142857
10/20/13,24.33333333
10/21/13,24.875
10/22/13,27.8
10/23/13,25
10/24/13,23.85714286
10/25/13,22.8
10/26/13,23
10/27/13,22.875
10/28/13,22.66666667
10/29/13,23
10/30/13,22.85714286
10/31/13,23.66666667
11/1/13,23.42857143
11/2/13,21.625
11/3/13,20.625
11/4/13,21.16666667
11/5/13,18.83333333
11/6/13,20.57142857
11/7/13,20.14285714
11/8/13,18
11/9/13,19.85714286
11/10/13,16.83333333
11/11/13,18.85714286
11/12/13,16.57142857
11/13/13,17.75
11/14/13,17.625
11/15/13,17
11/16/13,16.625
11/17/13,15.57142857
11/18/13,18.5
11/19/13,17.875
11/20/13,18.25
11/21/13,17.875
11/22/13,17.625
11/23/13,18.14285714
11/24/13,19.125
11/25/13,21.25
11/26/13,21.25
11/27/13,19.125
11/28/13,18.625
11/29/13,17.75
11/30/13,17.875
12/1/13,18
12/2/13,17.25
12/3/13,17.5
12/4/13,17.14285714
12/5/13,17.14285714
12/6/13,16.125
12/7/13,16
12/8/13,16.5
12/9/13,16.125
12/10/13,15.5
12/11/13,16.625
12/12/13,17.75
12/13/13,17.14285714
12/14/13,16.14285714
12/15/13,15.5
12/16/13,15.25
12/17/13,14.75
12/18/13,14.875
12/19/13,16.125
12/20/13,15.375
12/21/13,14.75
12/22/13,15.25
12/23/13,14.25
12/24/13,13.5
12/25/13,13.66666667
12/26/13,12.125
12/27/13,11.875
12/28/13,10.875
12/29/13,10.57142857
12/30/13,12.375
12/31/13,14.5
1/1/14,13.375
1/2/14,11
1/3/14,12.5
1/4/14,12.875
1/5/14,12.375
1/6/14,11.42857143
1/7/14,12.14285714
1/8/14,11.875
1/9/14,12.83333333
1/10/14,12.375
1/11/14,12.125
1/12/14,12.875
1/13/14,14
1/14/14,14.875
1/15/14,12
1/16/14,12.28571429
1/17/14,12
1/18/14,12.5
1/19/14,14.5
1/20/14,14.625
1/21/14,13.57142857
1/22/14,15.25
1/23/14,15.625
1/24/14,13.875
1/25/14,11.75
1/26/14,14.375
1/27/14,16.625
1/28/14,16.625
1/29/14,14.875
1/30/14,14.5
1/31/14,14.75
2/1/14,14
2/2/14,15.25
2/3/14,18.42857143
2/4/14,18.85714286
2/5/14,17
2/6/14,18.5
2/7/14,19.625
2/8/14,13.625
2/9/14,12.875
2/10/14,12.625
2/11/14,13.375
2/12/14,13.25
2/13/14,15.25
2/14/14,13
2/15/14,12.375
2/16/14,13.5
2/17/14,15.125
2/18/14,15.25
2/19/14,15.125
2/20/14,16.125
2/21/14,17.125
2/22/14,16.625
2/23/14,16.5
2/24/14,16.375
2/25/14,18.125
2/26/14,18.75
2/27/14,18.625
2/28/14,15.625
3/1/14,16.14285714
3/2/14,16.125
3/3/14,17.875
3/4/14,18.75
3/5/14,18.875
3/6/14,18.375
3/7/14,18.5
3/8/14,19.875
3/9/14,22
3/10/14,20
3/11/14,20.71428571
3/12/14,20
3/13/14,19
3/14/14,19.625
3/15/14,21.625
3/16/14,23.125
3/17/14,26.25
3/18/14,24.85714286
3/19/14,21.75
3/20/14,21.5
3/21/14,22.5
3/22/14,25
3/23/14,22.75
3/24/14,22.375
3/25/14,24.625
3/26/14,25.125
3/27/14,23.5
3/28/14,24.42857143
3/29/14,25.875
3/30/14,24.125
3/31/14,24.125
4/1/14,24.875
4/2/14,26.75
4/3/14,25
4/4/14,25.85714286
4/5/14,27.375
4/6/14,30.125
4/7/14,27.25
4/8/14,25.75
4/9/14,25.75
4/10/14,26.375
4/11/14,28.14285714
4/12/14,29.125
4/13/14,26.875
4/14/14,27.625
4/15/14,29
4/16/14,27.125
4/17/14,26.375
4/18/14,24.25
4/19/14,25.625
4/20/14,27
4/21/14,28
4/22/14,29.375
4/23/14,29.125
4/24/14,29.375
4/25/14,30.625
4/26/14,31.5
4/27/14,30.625
4/28/14,31.5
4/29/14,32.125
4/30/14,33.25
5/1/14,34.875
5/2/14,34.375
5/3/14,31.75
5/4/14,31.875
5/5/14,29.75
5/6/14,29.57142857
5/7/14,31.75
5/8/14,31.375
5/9/14,30.5
5/10/14,30
5/11/14,29.625
5/12/14,28
5/13/14,25.25
5/14/14,26.875
5/15/14,29.5
5/16/14,31.125
5/17/14,29.875
5/18/14,31.5
5/19/14,32.375
5/20/14,31.125
5/21/14,33
5/22/14,33.25
5/23/14,34.625
5/24/14,31.5
5/25/14,31.5
5/26/14,30.125
5/27/14,31.875
5/28/14,33.625
5/29/14,35.25
5/30/14,33.125
5/31/14,34.625
6/1/14,32.75
6/2/14,32.75
6/3/14,34.875
6/4/14,35.25
6/5/14,36.875
6/6/14,37.5
6/7/14,38.5
6/8/14,37.625
6/9/14,37.875
6/10/14,37.25
6/11/14,37.625
6/12/14,32.875
6/13/14,30.25
6/14/14,30.5
6/15/14,33.875
6/16/14,36.375
6/17/14,36.875
6/18/14,33.875
6/19/14,35.75
6/20/14,38
6/21/14,36.875
6/22/14,34.5
6/23/14,32.125
6/24/14,33
6/25/14,32.25
6/26/14,32.5
6/27/14,34.75
6/28/14,34.875
6/29/14,33
6/30/14,32
7/1/14,31.375
7/2/14,29.5
7/3/14,28.875
7/4/14,31.38888889
7/5/14,34.70588235
7/6/14,30.625
7/7/14,34
7/8/14,35
7/9/14,36
7/10/14,36.125
7/11/14,36.625
7/12/14,35.875
7/13/14,31.625
7/14/14,32.375
7/15/14,33.125
7/16/14,32.625
7/17/14,30.75
7/18/14,27.25
7/19/14,29.875
7/20/14,30.875
7/21/14,32.125
7/22/14,31.625
7/23/14,30.625
7/24/14,30.5
7/25/14,30.75
7/26/14,32.5
7/27/14,31.71428571
7/28/14,30
7/29/14,30.25
7/30/14,31.875
7/31/14,32.5
8/1/14,33.25
8/2/14,30.125
8/3/14,31.5
8/4/14,30.5
8/5/14,29.75
8/6/14,32.125
8/7/14,31.125
8/8/14,31
8/9/14,29.23529412
8/10/14,28.5
8/11/14,31.125
8/12/14,32.125
8/13/14,32.125
8/14/14,30.375
8/15/14,31.125
8/16/14,30.42857143
8/17/14,31.375
8/18/14,31.875
8/19/14,33
8/20/14,33.25
8/21/14,32.5
8/22/14,33
8/23/14,33.125
8/24/14,33.125
8/25/14,33.875
8/26/14,34.125
8/27/14,33.85714286
8/28/14,29.625
8/29/14,30.375
8/30/14,28.625
8/31/14,27.625
9/1/14,29.42857143
9/2/14,29.25
9/3/14,28.625
9/4/14,27.875
9/5/14,26.5
9/6/14,28.5
9/7/14,31
9/8/14,31.25
9/9/14,31
9/10/14,28.75
9/11/14,26.57142857
9/12/14,28.5
9/13/14,29.375
9/14/14,29.125
9/15/14,29.625
9/16/14,30.625
9/17/14,30.625
9/18/14,30.5
9/19/14,31
9/20/14,31.125
9/21/14,30.5
9/22/14,30.625
9/23/14,31
9/24/14,29.625
9/25/14,30
9/26/14,30
9/27/14,30.5
9/28/14,30.25
9/29/14,30.5
9/30/14,30.625
10/1/14,30.42857143
10/2/14,30.375
10/3/14,30.5
10/4/14,31
10/5/14,30.625
10/6/14,30.625
10/7/14,31
10/8/14,28.75
10/9/14,27.625
10/10/14,27.125
10/11/14,25.71428571
10/12/14,26
10/13/14,27.625
10/14/14,24.5
10/15/14,24.5
10/16/14,23
10/17/14,25
10/18/14,24
10/19/14,23.75
10/20/14,24.75
10/21/14,25.625
10/22/14,25.75
10/23/14,25.25
10/24/14,25.5
10/25/14,25.25
10/26/14,25.125
10/27/14,24.875
10/28/14,25.125
10/29/14,24.75
10/30/14,23.875
10/31/14,23.375
11/1/14,22.5
11/2/14,22.875
11/3/14,23.375
11/4/14,23.625
11/5/14,22.75
11/6/14,23
11/7/14,24
11/8/14,23.875
11/9/14,24.125
11/10/14,21.375
11/11/14,19.25
11/12/14,19.625
11/13/14,18.5
11/14/14,18.375
11/15/14,18.625
11/16/14,18.25
11/17/14,17.75
11/18/14,17.625
11/19/14,17.5
11/20/14,20.375
11/21/14,18.25
11/22/14,19.875
11/23/14,17.125
11/24/14,16.875
11/25/14,16.5
11/26/14,19.625
11/27/14,18.125
11/28/14,19.375
11/29/14,20.25
11/30/14,19.75
12/1/14,20
12/2/14,21.375
12/3/14,25
12/4/14,21.25
12/5/14,17.75
12/6/14,18.25
12/7/14,17.25
12/8/14,17
12/9/14,15.28571429
12/10/14,21.5
12/11/14,19.625
12/12/14,17.5
12/13/14,16
12/14/14,16.875
12/15/14,16.625
12/16/14,17.75
12/17/14,12.875
12/18/14,11.75
12/19/14,11.75
12/20/14,11.25
12/21/14,9.5
12/22/14,9.375
12/23/14,9.625
12/24/14,9.875
12/25/14,9.25
12/26/14,10.75
12/27/14,10.375
12/28/14,9
12/29/14,11.125
12/30/14,11.625
12/31/14,12.375
1/1/15,14.75
1/2/15,14.875
1/3/15,15.125
1/4/15,14.125
1/5/15,14
1/6/15,12
1/7/15,9.625
1/8/15,10
1/9/15,10.625
1/10/15,11.125
1/11/15,11
1/12/15,10.625
1/13/15,12.25
1/14/15,12
1/15/15,12.375
1/16/15,13
1/17/15,13.5
1/18/15,13
1/19/15,13.75
1/20/15,13.375
1/21/15,13.25
1/22/15,12.625
1/23/15,14.625
1/24/15,12.375
1/25/15,13.25
1/26/15,13.75
1/27/15,13.25
1/28/15,11.71428571
1/29/15,11.5
1/30/15,12.75
1/31/15,13.75
2/1/15,15
2/2/15,17.375
2/3/15,16.75
2/4/15,14.625
2/5/15,14.625
2/6/15,15.125
2/7/15,15.875
2/8/15,16.625
2/9/15,16.875
2/10/15,15.75
2/11/15,16
2/12/15,15.5
2/13/15,17.25
2/14/15,19.375
2/15/15,18.875
2/16/15,20.625
2/17/15,21.14285714
2/18/15,21.25
2/19/15,22.75
2/20/15,22.75
2/21/15,21.875
2/22/15,22.14285714
2/23/15,21.5
2/24/15,22.875
2/25/15,23.125
2/26/15,20
2/27/15,19.25
2/28/15,21.25
3/1/15,17.375
3/2/15,17.5
3/3/15,16.25
3/4/15,16.75
3/5/15,18.75
3/6/15,20
3/7/15,18.375
3/8/15,19.5
3/9/15,18.125
3/10/15,17.75
3/11/15,18.25
3/12/15,20.5
3/13/15,21.375
3/14/15,21.5
3/15/15,17.625
3/16/15,19.85714286
3/17/15,20.875
3/18/15,20.25
3/19/15,21.125
3/20/15,22.5
3/21/15,24.875
3/22/15,25.125
3/23/15,24.75
3/24/15,25.75
3/25/15,26.625
3/26/15,28.5
3/27/15,27.375
3/28/15,27
3/29/15,25
3/30/15,23.5
3/31/15,25.25
4/1/15,26.42857143
4/2/15,28.71428571
4/3/15,24.5
4/4/15,21
4/5/15,23.57142857
4/6/15,25
4/7/15,23.75
4/8/15,25.625
4/9/15,26
4/10/15,27.125
4/11/15,28.25
4/12/15,24.375
4/13/15,24.75
4/14/15,26.25
4/15/15,27.625
4/16/15,25.25
4/17/15,28.125
4/18/15,30.125
4/19/15,32.125
4/20/15,32.875
4/21/15,31.75
4/22/15,30.75
4/23/15,30.75
4/24/15,31.125
4/25/15,30.5
4/26/15,28.75
4/27/15,30.125
4/28/15,31
4/29/15,31.25
4/30/15,32.625
5/1/15,31.25
5/2/15,30.125
5/3/15,31
5/4/15,30.875
5/5/15,32.125
5/6/15,34.125
5/7/15,35.42857143
5/8/15,34.125
5/9/15,35.125
5/10/15,35.125
5/11/15,34
5/12/15,33.125
5/13/15,27.75
5/14/15,29.625
5/15/15,28.5
5/16/15,30
5/17/15,33.25
5/18/15,35.375
5/19/15,31.5
5/20/15,33.125
5/21/15,35.625
5/22/15,36.25
5/23/15,37.375
5/24/15,36
5/25/15,37.75
5/26/15,35.25
5/27/15,33.75
5/28/15,34.75
5/29/15,35.125
5/30/15,32.25
5/31/15,34.25
6/1/15,29.375
6/2/15,31.625
6/3/15,28.625
6/4/15,31.875
6/5/15,32.625
6/6/15,33.375
6/7/15,35
6/8/15,36.5
6/9/15,37.625
6/10/15,36.625
6/11/15,35.625
6/12/15,35.875
6/13/15,31.125
6/14/15,27
6/15/15,31
6/16/15,32.375
6/17/15,33.875
6/18/15,35.125
6/19/15,35.875
6/20/15,33.125
6/21/15,30.375
6/22/15,32.125
6/23/15,31.5
6/24/15,37.25
6/25/15,26.625
6/26/15,31.125
6/27/15,32.625
6/28/15,34.25
6/29/15,31.125
6/30/15,30.875
7/1/15,32
7/2/15,33.75
7/3/15,33
7/4/15,34.125
7/5/15,35.71428571
7/6/15,27.875
7/7/15,28.125
7/8/15,31.25
7/9/15,29.625
7/10/15,26.625
7/11/15,25.5
7/12/15,25.5
7/13/15,29.875
7/14/15,30.875
7/15/15,33.375
7/16/15,31.75
7/17/15,30.75
7/18/15,29.5
7/19/15,30.125
7/20/15,29.125
7/21/15,31.375
7/22/15,32.25
7/23/15,32.125
7/24/15,32
7/25/15,30.85714286
7/26/15,30
7/27/15,29.625
7/28/15,29.5
7/29/15,28.5
7/30/15,29
7/31/15,29
8/1/15,28.25
8/2/15,29.625
8/3/15,31.5
8/4/15,29.42857143
8/5/15,29.59375
8/6/15,29.5
8/7/15,29.25
8/8/15,28.875
8/9/15,27.375
8/10/15,30.375
8/11/15,28.375
8/12/15,30.75
8/13/15,32
8/14/15,30.875
8/15/15,28.5
8/16/15,28.625
8/17/15,30.75
8/18/15,29.125
8/19/15,31.25
8/20/15,30.75
8/21/15,29.375
8/22/15,30.25
8/23/15,29.875
8/24/15,30.75
8/25/15,32
8/26/15,32
8/27/15,32.5
8/28/15,32
8/29/15,32.25
8/30/15,32.625
8/31/15,31.85714286
9/1/15,32.125
9/2/15,31.875
9/3/15,31.625
9/4/15,32
9/5/15,30.875
9/6/15,31.25
9/7/15,31.5
9/8/15,31.625
9/9/15,31
9/10/15,31.25
9/11/15,30.75
9/12/15,32.14285714
9/13/15,32.125
9/14/15,31.875
9/15/15,33
9/16/15,32.375
9/17/15,31.375
9/18/15,31
9/19/15,30.625
9/20/15,29.14285714
9/21/15,30.125
9/22/15,30.25
9/23/15,28.625
9/24/15,28.25
9/25/15,28.5
9/26/15,29.25
9/27/15,28.71428571
9/28/15,28.25
9/29/15,29
9/30/15,29
10/1/15,28.125
10/2/15,28.28571429
10/3/15,30
10/4/15,29
10/5/15,28.875
10/6/15,28.375
10/7/15,28.625
10/8/15,28.375
10/9/15,28.5
10/10/15,28.5
10/11/15,28.57142857
10/12/15,29.25
10/13/15,29.5
10/14/15,28.125
10/15/15,27.5
10/16/15,27.875
10/17/15,28
10/18/15,26.85714286
10/19/15,28.14285714
10/20/15,27.71428571
10/21/15,26.5
10/22/15,24.75
10/23/15,24
10/24/15,24.875
10/25/15,26.375
10/26/15,25.625
10/27/15,24.75
10/28/15,20.875
10/29/15,22.125
10/30/15,22.375
10/31/15,22.375
11/1/15,22.875
11/2/15,23.375
11/3/15,24
11/4/15,23.75
11/5/15,22.125
11/6/15,22.875
11/7/15,21.875
11/8/15,21.875
11/9/15,21.75
11/10/15,22.75
11/11/15,21.875
11/12/15,21.875
11/13/15,22.375
11/14/15,22.375
11/15/15,22.5
11/16/15,21.875
11/17/15,19.875
11/18/15,18.5
11/19/15,18.5
11/20/15,18.5
11/21/15,18.75
11/22/15,18.625
11/23/15,17
11/24/15,18.5
11/25/15,19.375
11/26/15,20
11/27/15,18.5
11/28/15,18.75
11/29/15,18.125
11/30/15,19.5
12/1/15,19.25
12/2/15,18.125
12/3/15,17.625
12/4/15,17.625
12/5/15,17.5
12/6/15,17.125
12/7/15,17.625
12/8/15,18.42857143
12/9/15,18.375
12/10/15,19
12/11/15,17.25
12/12/15,13.25
12/13/15,12.875
12/14/15,13.25
12/15/15,13.125
12/16/15,13
12/17/15,12.25
12/18/15,12.875
12/19/15,12.375
12/20/15,11.75
12/21/15,12.625
12/22/15,12
12/23/15,12.5
12/24/15,11.25
12/25/15,11.5
12/26/15,12.75
12/27/15,15.375
12/28/15,17.125
12/29/15,16.375
12/30/15,15.5
12/31/15,15
1/1/16,14.71428571
1/2/16,14
1/3/16,14.375
1/4/16,15.75
1/5/16,15.83333333
1/6/16,17.375
1/7/16,17.125
1/8/16,15.5
1/9/16,15.85714286
1/10/16,15.625
1/11/16,15.75
1/12/16,18
1/13/16,18.26666667
1/14/16,15.5625
1/15/16,13
1/16/16,13.6
1/17/16,14
1/18/16,13.26666667
1/19/16,12.35714286
1/20/16,12.06666667
1/21/16,12.1875
1/22/16,11.73333333
1/23/16,14.4375
1/24/16,11.1875
1/25/16,11.66666667
1/26/16,14.5625
1/27/16,17.58333333
1/28/16,16.85714286
1/29/16,19.5625
1/30/16,20.14285714
1/31/16,17.375
2/1/16,15.84615385
2/2/16,15.26666667
2/3/16,13.125
2/4/16,16.36363636
2/5/16,12.66666667
2/6/16,15.33333333
2/7/16,15.625
2/8/16,17.09090909
2/9/16,17.76923077
2/10/16,18.13333333
2/11/16,19.6875
2/12/16,19.2
2/13/16,17.06666667
2/14/16,17.64285714
2/15/16,17.6
2/16/16,18.21428571
2/17/16,18.71428571
2/18/16,19.46666667
2/19/16,23.15384615
2/20/16,23.625
2/21/16,21
2/22/16,21
2/23/16,21.42857143
2/24/16,21.6875
2/25/16,22.5625
2/26/16,22.8
2/27/16,22.8
2/28/16,23
2/29/16,23.875
3/1/16,24.91666667
3/2/16,24.93333333
3/3/16,26
3/4/16,27.3125
3/5/16,23.93333333
3/6/16,22.8125
3/7/16,23.71428571
3/8/16,23.42857143
3/9/16,24
3/10/16,25.5625
3/11/16,25.06666667
3/12/16,24.5625
3/13/16,24.25
3/14/16,22.375
3/15/16,24.06666667
3/16/16,23.9375
3/17/16,26.3125
3/18/16,26.1875
3/19/16,26.78571429
3/20/16,27.13333333
3/21/16,26.625
3/22/16,25.0625
3/23/16,26.2
3/24/16,28.13333333
3/25/16,29.875
3/26/16,24.66666667
3/27/16,26.25
3/28/16,25.93333333
3/29/16,27.125
3/30/16,29.57142857
3/31/16,30
4/1/16,30.57142857
4/2/16,32.3125
4/3/16,33.3125
4/4/16,32.8125
4/5/16,32.3125
4/6/16,31.375
4/7/16,29.93333333
4/8/16,29.26666667
4/9/16,30.73333333
4/10/16,32.25
4/11/16,29.8
4/12/16,30.2
4/13/16,31.75
4/14/16,33.125
4/15/16,33.625
4/16/16,35.6875
4/17/16,34.66666667
4/18/16,34.625
4/19/16,34
4/20/16,34.0625
4/21/16,34
4/22/16,33.25
4/23/16,31.91666667
4/24/16,31.3125
4/25/16,31.75
4/26/16,33.4375
4/27/16,33.125
4/28/16,34.15384615
4/29/16,34.07142857
4/30/16,33.0625
5/1/16,34.6875
5/2/16,38
5/3/16,35.5
5/4/16,33.71428571
5/5/16,30.6
5/6/16,31.4375
5/7/16,33.3125
5/8/16,35.13333333
5/9/16,33.53333333
5/10/16,34
5/11/16,32.5
5/12/16,35.375
5/13/16,37.29411765
5/14/16,36.5625
5/15/16,37.25
5/16/16,37.21428571
5/17/16,37.5
5/18/16,37.75
5/19/16,37.375
5/20/16,37.4
5/21/16,36.13333333
5/22/16,36.8
5/23/16,32.21428571
5/24/16,31.52631579
5/25/16,33.2173913
5/26/16,35.26923077
5/27/16,38.27272727
5/28/16,36.0625
5/29/16,31.5
5/30/16,26.8125
5/31/16,32.64285714
6/1/16,36
6/2/16,37.5625
6/3/16,37.5625
6/4/16,38.2
6/5/16,36.16666667
6/6/16,35.42857143
6/7/16,34.625
6/8/16,36.07142857
6/9/16,35.73333333
6/10/16,36.13333333
6/11/16,33.4375
6/12/16,35.5
6/13/16,36
6/14/16,32.625
6/15/16,34.73333333
6/16/16,33.5
6/17/16,34.1875
6/18/16,35.85714286
6/19/16,35.625
6/20/16,30.9375
6/21/16,32.875
6/22/16,33.125
6/23/16,33.84615385
6/24/16,36.4375
6/25/16,35.42857143
6/26/16,34.86666667
6/27/16,34.3125
6/28/16,30.78571429
6/29/16,35.375
6/30/16,35.46666667
7/1/16,32.125
7/2/16,28.4
7/3/16,29.5625
7/4/16,30.6875
7/5/16,33.25
7/6/16,33.26666667
7/7/16,33.5
7/8/16,30.8
7/9/16,33.25
7/10/16,32.5625
7/11/16,31.5
7/12/16,30.5
7/13/16,31.25
7/14/16,30.4375
7/15/16,31
7/16/16,27.125
7/17/16,28.125
7/18/16,27.66666667
7/19/16,32.3125
7/20/16,34.1875
7/21/16,34.13333333
7/22/16,34.125
7/23/16,31.875
7/24/16,31.4375
7/25/16,31.9375
7/26/16,30.3125
7/27/16,28.3125
7/28/16,29.53333333
7/29/16,27.375
7/30/16,27.33333333
7/31/16,29.26666667
8/1/16,29.125
8/2/16,30.6875
8/3/16,32.5625
8/4/16,33.11111111
8/5/16,33.8
8/6/16,30.06666667
8/7/16,33.11764706
8/8/16,33.80952381
8/9/16,31.61538462
8/10/16,32
8/11/16,28.10714286
8/12/16,29.03571429
8/13/16,30.32142857
8/14/16,28.93333333
8/15/16,31.67857143
8/16/16,31.33333333
8/17/16,29.92857143
8/18/16,29.88888889
8/19/16,32.07142857
8/20/16,33.18518519
8/21/16,31.59259259
8/22/16,32.18518519
8/23/16,31.48
8/24/16,30.17857143
8/25/16,31.52
8/26/16,31.22222222
8/27/16,31.78571429
8/28/16,33.4
8/29/16,29.57142857
8/30/16,30.04
8/31/16,27.25925926
9/1/16,27.96
9/2/16,30.73913043
9/3/16,30.89473684
9/4/16,31.69230769
9/5/16,31.07692308
9/6/16,30.375
9/7/16,31.1
9/8/16,31.91666667
9/9/16,30.55555556
9/10/16,31.23076923
9/11/16,31
9/12/16,31.64285714
9/13/16,32.53333333
9/14/16,30.85714286
9/15/16,31.72727273
9/16/16,31.4
9/17/16,32.30769231
9/18/16,32.25
9/19/16,32.375
9/20/16,33.44444444
9/21/16,33.36
